odtaz_timeslot,o2d_taz,timeslot,ODcount
"2-156,9-17",2-156,9-17,6
"2-竹辉路,19-24",2-竹辉路,19-24,6
"2-163,7-9",2-163,7-9,6
"2-164,7-9",2-164,7-9,12
"2-164,9-17",2-164,9-17,6
"2-165,0-7",2-165,0-7,6
"2-金门路,7-9",2-金门路,7-9,6
"2-金门路,9-17",2-金门路,9-17,12
"2-18,0-7",2-18,0-7,6
"2-18,19-24",2-18,19-24,12
"2-181,19-24",2-181,19-24,6
"2-景德桥,17-19",2-景德桥,17-19,6
"2-景德桥,9-17",2-景德桥,9-17,6
"2-葑门桥,9-17",2-葑门桥,9-17,6
"2-2,0-7",2-2,0-7,6
"2-2,17-19",2-2,17-19,12
"2-2,19-24",2-2,19-24,6
"2-2,7-9",2-2,7-9,12
"2-2,9-17",2-2,9-17,24
"2-人民桥,19-24",2-人民桥,19-24,6
"2-人民桥,7-9",2-人民桥,7-9,6
"2-金门路,0-7",2-金门路,0-7,12
"2-金门路,19-24",2-金门路,19-24,12
"2-金门路,9-17",2-金门路,9-17,12
"2-25,0-7",2-25,0-7,6
"2-26,19-24",2-26,19-24,6
"2-29,9-17",2-29,9-17,6
"2-3,0-7",2-3,0-7,66
"2-3,17-19",2-3,17-19,186
"2-3,19-24",2-3,19-24,234
"2-3,7-9",2-3,7-9,210
"2-3,9-17",2-3,9-17,198
"2-干将桥（干将西路）,0-7",2-干将桥（干将西路）,0-7,6
"2-干将桥（干将西路）,7-9",2-干将桥（干将西路）,7-9,6
"2-干将桥（干将西路）,9-17",2-干将桥（干将西路）,9-17,18
"2-34,7-9",2-34,7-9,12
"2-干将桥（干将西路）,9-17",2-干将桥（干将西路）,9-17,6
"2-干将桥（干将西路）,19-24",2-干将桥（干将西路）,19-24,12
"2-干将桥（干将西路）,9-17",2-干将桥（干将西路）,9-17,6
"2-41,17-19",2-41,17-19,6
"2-43,19-24",2-43,19-24,6
"2-43,7-9",2-43,7-9,6
"2-43,9-17",2-43,9-17,6
"2-齐门桥,17-19",2-齐门桥,17-19,6
"2-齐门桥,0-7",2-齐门桥,0-7,12
"2-齐门桥,17-19",2-齐门桥,17-19,36
"2-齐门桥,19-24",2-齐门桥,19-24,18
"2-齐门桥,7-9",2-齐门桥,7-9,6
"2-齐门桥,9-17",2-齐门桥,9-17,60
"2-47,0-7",2-47,0-7,6
"2-47,17-19",2-47,17-19,6
"2-47,19-24",2-47,19-24,18
"2-47,7-9",2-47,7-9,6
"2-47,9-17",2-47,9-17,30
"2-平门桥,19-24",2-平门桥,19-24,12
"2-58,19-24",2-58,19-24,6
"2-6,17-19",2-6,17-19,6
"2-64,9-17",2-64,9-17,6
"2-惠济桥,0-7",2-惠济桥,0-7,30
"2-惠济桥,17-19",2-惠济桥,17-19,72
"2-惠济桥,19-24",2-惠济桥,19-24,54
"2-惠济桥,7-9",2-惠济桥,7-9,66
"2-惠济桥,9-17",2-惠济桥,9-17,120
"2-71,0-7",2-71,0-7,6
"2-8,19-24",2-8,19-24,6
"2-8,7-9",2-8,7-9,6
"2-81,19-24",2-81,19-24,6
"2-81,9-17",2-81,9-17,6
"2-齐门桥,0-7",2-齐门桥,0-7,6
"2-齐门桥,17-19",2-齐门桥,17-19,6
"2-齐门桥,19-24",2-齐门桥,19-24,12
"2-齐门桥,9-17",2-齐门桥,9-17,6
"2-娄门桥,0-7",2-娄门桥,0-7,30
"2-娄门桥,17-19",2-娄门桥,17-19,18
"2-娄门桥,19-24",2-娄门桥,19-24,18
"2-娄门桥,7-9",2-娄门桥,7-9,12
"2-娄门桥,9-17",2-娄门桥,9-17,12
"2-85,17-19",2-85,17-19,6
"2-85,19-24",2-85,19-24,54
"2-85,7-9",2-85,7-9,12
"2-85,9-17",2-85,9-17,90
"2-86,9-17",2-86,9-17,12
"2-87,9-17",2-87,9-17,6
"2-89,17-19",2-89,17-19,6
"2-90,9-17",2-90,9-17,6
"2-葑门桥,7-9",2-葑门桥,7-9,6
"2-99,17-19",2-99,17-19,6
"20-惠济桥,19-24",20-惠济桥,19-24,6
"20-阊门桥,9-17",20-阊门桥,9-17,6
"20-1009,7-9",20-1009,7-9,6
"20-1013,19-24",20-1013,19-24,6
"20-新市桥,19-24",20-新市桥,19-24,6
"20-新市桥,19-24",20-新市桥,19-24,6
"20-新市桥,0-7",20-新市桥,0-7,6
"20-144,9-17",20-144,9-17,6
"20-146,19-24",20-146,19-24,6
"20-149,9-17",20-149,9-17,6
"20-164,9-17",20-164,9-17,6
"20-金门路,19-24",20-金门路,19-24,6
"20-181,19-24",20-181,19-24,6
"20-2,0-7",20-2,0-7,6
"20-2,9-17",20-2,9-17,12
"20-金门路,0-7",20-金门路,0-7,6
"20-金门路,17-19",20-金门路,17-19,6
"20-金门路,19-24",20-金门路,19-24,6
"20-金门路,9-17",20-金门路,9-17,6
"20-3,7-9",20-3,7-9,6
"20-干将桥（干将西路）,9-17",20-干将桥（干将西路）,9-17,6
"20-33,0-7",20-33,0-7,6
"20-33,19-24",20-33,19-24,6
"20-33,7-9",20-33,7-9,6
"20-33,9-17",20-33,9-17,6
"20-43,19-24",20-43,19-24,6
"20-齐门桥,7-9",20-齐门桥,7-9,6
"20-齐门桥,9-17",20-齐门桥,9-17,6
"20-惠济桥,19-24",20-惠济桥,19-24,6
"20-惠济桥,9-17",20-惠济桥,9-17,6
"20-85,9-17",20-85,9-17,6
"200-惠济桥,0-7",200-惠济桥,0-7,6
"200-1005,9-17",200-1005,9-17,26
"200-1009,9-17",200-1009,9-17,26
"200-1013,9-17",200-1013,9-17,6
"200-104,9-17",200-104,9-17,6
"200-姑胥桥,9-17",200-姑胥桥,9-17,26
"200-116,19-24",200-116,19-24,26
"200-116,7-9",200-116,7-9,26
"200-新市桥,17-19",200-新市桥,17-19,26
"200-相门桥,19-24",200-相门桥,19-24,26
"200-新市桥,0-7",200-新市桥,0-7,53
"200-新市桥,19-24",200-新市桥,19-24,26
"200-新市桥,9-17",200-新市桥,9-17,26
"200-144,0-7",200-144,0-7,26
"200-144,19-24",200-144,19-24,26
"200-144,7-9",200-144,7-9,26
"200-144,9-17",200-144,9-17,79
"200-158,7-9",200-158,7-9,26
"200-168,9-17",200-168,9-17,26
"200-金门路,9-17",200-金门路,9-17,6
"200-176,17-19",200-176,17-19,26
"200-179,7-9",200-179,7-9,26
"200-181,7-9",200-181,7-9,26
"200-葑门桥,7-9",200-葑门桥,7-9,26
"200-198,19-24",200-198,19-24,26
"200-198,9-17",200-198,9-17,26
"200-2,0-7",200-2,0-7,6
"200-2,9-17",200-2,9-17,6
"200-人民桥,19-24",200-人民桥,19-24,26
"200-人民桥,0-7",200-人民桥,0-7,26
"200-人民桥,19-24",200-人民桥,19-24,53
"200-人民桥,9-17",200-人民桥,9-17,26
"200-竹辉路,0-7",200-竹辉路,0-7,26
"200-竹辉路,7-9",200-竹辉路,7-9,26
"200-206,19-24",200-206,19-24,26
"200-206,7-9",200-206,7-9,79
"200-金门路,7-9",200-金门路,7-9,6
"200-金门路,9-17",200-金门路,9-17,6
"200-3,19-24",200-3,19-24,6
"200-3,7-9",200-3,7-9,6
"200-3,9-17",200-3,9-17,12
"200-干将桥（干将西路）,9-17",200-干将桥（干将西路）,9-17,53
"200-干将桥（干将西路）,19-24",200-干将桥（干将西路）,19-24,26
"200-47,0-7",200-47,0-7,18
"200-47,17-19",200-47,17-19,6
"200-47,19-24",200-47,19-24,18
"200-47,9-17",200-47,9-17,24
"200-平门桥,0-7",200-平门桥,0-7,6
"200-62,17-19",200-62,17-19,6
"200-69,19-24",200-69,19-24,6
"200-惠济桥,19-24",200-惠济桥,19-24,6
"200-惠济桥,9-17",200-惠济桥,9-17,6
"200-齐门桥,0-7",200-齐门桥,0-7,6
"200-娄门桥,7-9",200-娄门桥,7-9,6
"200-85,17-19",200-85,17-19,6
"人民桥-惠济桥,0-7",人民桥-惠济桥,0-7,18
"人民桥-惠济桥,19-24",人民桥-惠济桥,19-24,42
"人民桥-惠济桥,9-17",人民桥-惠济桥,9-17,18
"人民桥-阊门桥,0-7",人民桥-阊门桥,0-7,6
"人民桥-阊门桥,9-17",人民桥-阊门桥,9-17,6
"人民桥-1005,17-19",人民桥-1005,17-19,26
"人民桥-1005,19-24",人民桥-1005,19-24,79
"人民桥-1005,7-9",人民桥-1005,7-9,132
"人民桥-1005,9-17",人民桥-1005,9-17,185
"人民桥-1008,9-17",人民桥-1008,9-17,26
"人民桥-1009,17-19",人民桥-1009,17-19,53
"人民桥-1009,9-17",人民桥-1009,9-17,53
"人民桥-101,7-9",人民桥-101,7-9,6
"人民桥-景德桥,0-7",人民桥-景德桥,0-7,12
"人民桥-景德桥,17-19",人民桥-景德桥,17-19,6
"人民桥-景德桥,19-24",人民桥-景德桥,19-24,6
"人民桥-景德桥,9-17",人民桥-景德桥,9-17,12
"人民桥-1011,19-24",人民桥-1011,19-24,12
"人民桥-1011,9-17",人民桥-1011,9-17,6
"人民桥-1013,19-24",人民桥-1013,19-24,6
"人民桥-1013,9-17",人民桥-1013,9-17,6
"人民桥-阊门桥,17-19",人民桥-阊门桥,17-19,6
"人民桥-阊门桥,9-17",人民桥-阊门桥,9-17,6
"人民桥-104,19-24",人民桥-104,19-24,12
"人民桥-104,9-17",人民桥-104,9-17,24
"人民桥-109,0-7",人民桥-109,0-7,6
"人民桥-相门桥,17-19",人民桥-相门桥,17-19,6
"人民桥-姑胥桥,17-19",人民桥-姑胥桥,17-19,26
"人民桥-姑胥桥,19-24",人民桥-姑胥桥,19-24,53
"人民桥-姑胥桥,7-9",人民桥-姑胥桥,7-9,26
"人民桥-姑胥桥,9-17",人民桥-姑胥桥,9-17,53
"人民桥-姑胥桥,19-24",人民桥-姑胥桥,19-24,26
"人民桥-116,17-19",人民桥-116,17-19,53
"人民桥-116,19-24",人民桥-116,19-24,53
"人民桥-116,7-9",人民桥-116,7-9,26
"人民桥-116,9-17",人民桥-116,9-17,79
"人民桥-119,0-7",人民桥-119,0-7,26
"人民桥-122,19-24",人民桥-122,19-24,26
"人民桥-123,19-24",人民桥-123,19-24,26
"人民桥-123,7-9",人民桥-123,7-9,79
"人民桥-新市桥,0-7",人民桥-新市桥,0-7,26
"人民桥-新市桥,17-19",人民桥-新市桥,17-19,26
"人民桥-新市桥,19-24",人民桥-新市桥,19-24,53
"人民桥-新市桥,7-9",人民桥-新市桥,7-9,26
"人民桥-新市桥,9-17",人民桥-新市桥,9-17,290
"人民桥-相门桥,0-7",人民桥-相门桥,0-7,53
"人民桥-相门桥,17-19",人民桥-相门桥,17-19,53
"人民桥-相门桥,19-24",人民桥-相门桥,19-24,79
"人民桥-相门桥,7-9",人民桥-相门桥,7-9,53
"人民桥-相门桥,9-17",人民桥-相门桥,9-17,79
"人民桥-131,7-9",人民桥-131,7-9,79
"人民桥-131,9-17",人民桥-131,9-17,132
"人民桥-132,17-19",人民桥-132,17-19,26
"人民桥-132,9-17",人民桥-132,9-17,26
"人民桥-133,17-19",人民桥-133,17-19,26
"人民桥-139,17-19",人民桥-139,17-19,26
"人民桥-139,9-17",人民桥-139,9-17,53
"人民桥-新市桥,17-19",人民桥-新市桥,17-19,79
"人民桥-新市桥,19-24",人民桥-新市桥,19-24,132
"人民桥-新市桥,7-9",人民桥-新市桥,7-9,26
"人民桥-新市桥,9-17",人民桥-新市桥,9-17,79
"人民桥-144,0-7",人民桥-144,0-7,79
"人民桥-144,17-19",人民桥-144,17-19,53
"人民桥-144,19-24",人民桥-144,19-24,79
"人民桥-144,7-9",人民桥-144,7-9,53
"人民桥-144,9-17",人民桥-144,9-17,79
"人民桥-145,17-19",人民桥-145,17-19,26
"人民桥-146,0-7",人民桥-146,0-7,53
"人民桥-146,19-24",人民桥-146,19-24,53
"人民桥-147,0-7",人民桥-147,0-7,26
"人民桥-147,19-24",人民桥-147,19-24,26
"人民桥-147,9-17",人民桥-147,9-17,53
"人民桥-人民桥,7-9",人民桥-人民桥,7-9,26
"人民桥-151,17-19",人民桥-151,17-19,26
"人民桥-151,19-24",人民桥-151,19-24,26
"人民桥-151,7-9",人民桥-151,7-9,53
"人民桥-155,19-24",人民桥-155,19-24,26
"人民桥-156,0-7",人民桥-156,0-7,26
"人民桥-156,9-17",人民桥-156,9-17,53
"人民桥-157,9-17",人民桥-157,9-17,26
"人民桥-158,7-9",人民桥-158,7-9,26
"人民桥-159,17-19",人民桥-159,17-19,26
"人民桥-159,7-9",人民桥-159,7-9,26
"人民桥-159,9-17",人民桥-159,9-17,26
"人民桥-竹辉路,9-17",人民桥-竹辉路,9-17,26
"人民桥-162,7-9",人民桥-162,7-9,26
"人民桥-163,9-17",人民桥-163,9-17,26
"人民桥-164,17-19",人民桥-164,17-19,79
"人民桥-164,19-24",人民桥-164,19-24,185
"人民桥-164,7-9",人民桥-164,7-9,185
"人民桥-164,9-17",人民桥-164,9-17,475
"人民桥-165,0-7",人民桥-165,0-7,53
"人民桥-165,17-19",人民桥-165,17-19,26
"人民桥-165,7-9",人民桥-165,7-9,53
"人民桥-165,9-17",人民桥-165,9-17,26
"人民桥-166,9-17",人民桥-166,9-17,26
"人民桥-168,0-7",人民桥-168,0-7,26
"人民桥-168,9-17",人民桥-168,9-17,26
"人民桥-169,7-9",人民桥-169,7-9,53
"人民桥-169,9-17",人民桥-169,9-17,26
"人民桥-金门路,0-7",人民桥-金门路,0-7,6
"人民桥-171,9-17",人民桥-171,9-17,26
"人民桥-172,17-19",人民桥-172,17-19,26
"人民桥-172,9-17",人民桥-172,9-17,26
"人民桥-173,19-24",人民桥-173,19-24,26
"人民桥-173,9-17",人民桥-173,9-17,26
"人民桥-相门桥,9-17",人民桥-相门桥,9-17,26
"人民桥-176,9-17",人民桥-176,9-17,26
"人民桥-180,7-9",人民桥-180,7-9,26
"人民桥-181,17-19",人民桥-181,17-19,26
"人民桥-181,19-24",人民桥-181,19-24,26
"人民桥-182,7-9",人民桥-182,7-9,26
"人民桥-185,9-17",人民桥-185,9-17,26
"人民桥-186,17-19",人民桥-186,17-19,26
"人民桥-186,7-9",人民桥-186,7-9,26
"人民桥-187,0-7",人民桥-187,0-7,26
"人民桥-188,19-24",人民桥-188,19-24,26
"人民桥-188,7-9",人民桥-188,7-9,26
"人民桥-189,9-17",人民桥-189,9-17,53
"人民桥-193,17-19",人民桥-193,17-19,26
"人民桥-193,19-24",人民桥-193,19-24,26
"人民桥-193,9-17",人民桥-193,9-17,26
"人民桥-葑门桥,0-7",人民桥-葑门桥,0-7,26
"人民桥-葑门桥,17-19",人民桥-葑门桥,17-19,26
"人民桥-葑门桥,9-17",人民桥-葑门桥,9-17,26
"人民桥-葑门桥,19-24",人民桥-葑门桥,19-24,26
"人民桥-葑门桥,9-17",人民桥-葑门桥,9-17,53
"人民桥-198,0-7",人民桥-198,0-7,26
"人民桥-199,7-9",人民桥-199,7-9,26
"人民桥-2,19-24",人民桥-2,19-24,6
"人民桥-20,9-17",人民桥-20,9-17,6
"人民桥-200,7-9",人民桥-200,7-9,26
"人民桥-200,9-17",人民桥-200,9-17,26
"人民桥-人民桥,0-7",人民桥-人民桥,0-7,53
"人民桥-人民桥,19-24",人民桥-人民桥,19-24,26
"人民桥-人民桥,9-17",人民桥-人民桥,9-17,53
"人民桥-202,19-24",人民桥-202,19-24,26
"人民桥-202,9-17",人民桥-202,9-17,26
"人民桥-人民桥,19-24",人民桥-人民桥,19-24,26
"人民桥-人民桥,7-9",人民桥-人民桥,7-9,26
"人民桥-人民桥,9-17",人民桥-人民桥,9-17,53
"人民桥-204,0-7",人民桥-204,0-7,26
"人民桥-204,9-17",人民桥-204,9-17,53
"人民桥-竹辉路,0-7",人民桥-竹辉路,0-7,26
"人民桥-竹辉路,17-19",人民桥-竹辉路,17-19,79
"人民桥-竹辉路,19-24",人民桥-竹辉路,19-24,53
"人民桥-竹辉路,7-9",人民桥-竹辉路,7-9,79
"人民桥-竹辉路,9-17",人民桥-竹辉路,9-17,132
"人民桥-206,0-7",人民桥-206,0-7,26
"人民桥-206,17-19",人民桥-206,17-19,26
"人民桥-206,19-24",人民桥-206,19-24,26
"人民桥-206,7-9",人民桥-206,7-9,26
"人民桥-206,9-17",人民桥-206,9-17,106
"人民桥-南园桥,17-19",人民桥-南园桥,17-19,26
"人民桥-南园桥,19-24",人民桥-南园桥,19-24,26
"人民桥-南园桥,7-9",人民桥-南园桥,7-9,26
"人民桥-金门路,9-17",人民桥-金门路,9-17,12
"人民桥-22,17-19",人民桥-22,17-19,6
"人民桥-22,9-17",人民桥-22,9-17,6
"人民桥-24,19-24",人民桥-24,19-24,6
"人民桥-3,0-7",人民桥-3,0-7,18
"人民桥-3,17-19",人民桥-3,17-19,108
"人民桥-3,19-24",人民桥-3,19-24,90
"人民桥-3,7-9",人民桥-3,7-9,90
"人民桥-3,9-17",人民桥-3,9-17,168
"人民桥-金门路,0-7",人民桥-金门路,0-7,26
"人民桥-干将桥（干将西路）,0-7",人民桥-干将桥（干将西路）,0-7,53
"人民桥-干将桥（干将西路）,17-19",人民桥-干将桥（干将西路）,17-19,26
"人民桥-干将桥（干将西路）,19-24",人民桥-干将桥（干将西路）,19-24,53
"人民桥-干将桥（干将西路）,7-9",人民桥-干将桥（干将西路）,7-9,26
"人民桥-干将桥（干将西路）,9-17",人民桥-干将桥（干将西路）,9-17,26
"人民桥-33,0-7",人民桥-33,0-7,79
"人民桥-33,17-19",人民桥-33,17-19,26
"人民桥-33,19-24",人民桥-33,19-24,26
"人民桥-33,9-17",人民桥-33,9-17,53
"人民桥-39,19-24",人民桥-39,19-24,26
"人民桥-惠济桥,9-17",人民桥-惠济桥,9-17,6
"人民桥-41,7-9",人民桥-41,7-9,6
"人民桥-42,19-24",人民桥-42,19-24,6
"人民桥-43,0-7",人民桥-43,0-7,24
"人民桥-43,17-19",人民桥-43,17-19,12
"人民桥-43,19-24",人民桥-43,19-24,18
"人民桥-43,7-9",人民桥-43,7-9,12
"人民桥-43,9-17",人民桥-43,9-17,6
"人民桥-44,19-24",人民桥-44,19-24,6
"人民桥-44,9-17",人民桥-44,9-17,6
"人民桥-齐门桥,0-7",人民桥-齐门桥,0-7,24
"人民桥-齐门桥,17-19",人民桥-齐门桥,17-19,6
"人民桥-齐门桥,19-24",人民桥-齐门桥,19-24,12
"人民桥-齐门桥,7-9",人民桥-齐门桥,7-9,12
"人民桥-齐门桥,9-17",人民桥-齐门桥,9-17,6
"人民桥-齐门桥,9-17",人民桥-齐门桥,9-17,6
"人民桥-47,0-7",人民桥-47,0-7,72
"人民桥-47,17-19",人民桥-47,17-19,18
"人民桥-47,19-24",人民桥-47,19-24,96
"人民桥-47,7-9",人民桥-47,7-9,36
"人民桥-47,9-17",人民桥-47,9-17,138
"人民桥-平门桥,9-17",人民桥-平门桥,9-17,6
"人民桥-平门桥,7-9",人民桥-平门桥,7-9,6
"人民桥-6,7-9",人民桥-6,7-9,6
"人民桥-61,17-19",人民桥-61,17-19,6
"人民桥-63,17-19",人民桥-63,17-19,12
"人民桥-64,9-17",人民桥-64,9-17,12
"人民桥-65,17-19",人民桥-65,17-19,6
"人民桥-65,19-24",人民桥-65,19-24,6
"人民桥-惠济桥,0-7",人民桥-惠济桥,0-7,24
"人民桥-惠济桥,7-9",人民桥-惠济桥,7-9,18
"人民桥-惠济桥,9-17",人民桥-惠济桥,9-17,36
"人民桥-75,9-17",人民桥-75,9-17,26
"人民桥-76,7-9",人民桥-76,7-9,6
"人民桥-77,7-9",人民桥-77,7-9,18
"人民桥-79,19-24",人民桥-79,19-24,6
"人民桥-8,0-7",人民桥-8,0-7,6
"人民桥-8,19-24",人民桥-8,19-24,6
"人民桥-80,17-19",人民桥-80,17-19,6
"人民桥-82,19-24",人民桥-82,19-24,6
"人民桥-齐门桥,17-19",人民桥-齐门桥,17-19,12
"人民桥-齐门桥,19-24",人民桥-齐门桥,19-24,6
"人民桥-齐门桥,9-17",人民桥-齐门桥,9-17,18
"人民桥-娄门桥,0-7",人民桥-娄门桥,0-7,6
"人民桥-娄门桥,19-24",人民桥-娄门桥,19-24,6
"人民桥-娄门桥,7-9",人民桥-娄门桥,7-9,6
"人民桥-娄门桥,9-17",人民桥-娄门桥,9-17,12
"人民桥-85,17-19",人民桥-85,17-19,6
"人民桥-85,19-24",人民桥-85,19-24,18
"人民桥-85,9-17",人民桥-85,9-17,6
"人民桥-87,17-19",人民桥-87,17-19,12
"人民桥-87,19-24",人民桥-87,19-24,6
"人民桥-平门桥,0-7",人民桥-平门桥,0-7,6
"人民桥-平门桥,9-17",人民桥-平门桥,9-17,6
"人民桥-娄门桥,7-9",人民桥-娄门桥,7-9,6
"人民桥-葑门桥,19-24",人民桥-葑门桥,19-24,6
"人民桥-葑门桥,9-17",人民桥-葑门桥,9-17,12
"202-相门桥,19-24",202-相门桥,19-24,6
"202-相门桥,7-9",202-相门桥,7-9,26
"202-131,7-9",202-131,7-9,26
"202-139,17-19",202-139,17-19,26
"202-145,7-9",202-145,7-9,26
"202-163,0-7",202-163,0-7,26
"202-164,9-17",202-164,9-17,26
"202-183,7-9",202-183,7-9,26
"202-葑门桥,7-9",202-葑门桥,7-9,26
"202-197,19-24",202-197,19-24,26
"202-198,19-24",202-198,19-24,26
"202-198,7-9",202-198,7-9,26
"202-199,7-9",202-199,7-9,26
"202-200,7-9",202-200,7-9,26
"202-人民桥,19-24",202-人民桥,19-24,26
"202-202,9-17",202-202,9-17,26
"202-竹辉路,7-9",202-竹辉路,7-9,26
"202-齐门桥,0-7",202-齐门桥,0-7,6
"202-47,19-24",202-47,19-24,6
"人民桥-惠济桥,19-24",人民桥-惠济桥,19-24,6
"人民桥-惠济桥,9-17",人民桥-惠济桥,9-17,18
"人民桥-1004,19-24",人民桥-1004,19-24,26
"人民桥-1005,19-24",人民桥-1005,19-24,26
"人民桥-1005,9-17",人民桥-1005,9-17,26
"人民桥-1009,17-19",人民桥-1009,17-19,26
"人民桥-1009,19-24",人民桥-1009,19-24,53
"人民桥-1009,7-9",人民桥-1009,7-9,26
"人民桥-1009,9-17",人民桥-1009,9-17,26
"人民桥-1013,0-7",人民桥-1013,0-7,12
"人民桥-1013,9-17",人民桥-1013,9-17,6
"人民桥-阊门桥,9-17",人民桥-阊门桥,9-17,6
"人民桥-相门桥,19-24",人民桥-相门桥,19-24,6
"人民桥-姑胥桥,0-7",人民桥-姑胥桥,0-7,26
"人民桥-姑胥桥,7-9",人民桥-姑胥桥,7-9,26
"人民桥-116,7-9",人民桥-116,7-9,26
"人民桥-118,9-17",人民桥-118,9-17,26
"人民桥-123,17-19",人民桥-123,17-19,26
"人民桥-123,19-24",人民桥-123,19-24,53
"人民桥-123,7-9",人民桥-123,7-9,26
"人民桥-123,9-17",人民桥-123,9-17,106
"人民桥-新市桥,19-24",人民桥-新市桥,19-24,26
"人民桥-新市桥,9-17",人民桥-新市桥,9-17,26
"人民桥-相门桥,0-7",人民桥-相门桥,0-7,26
"人民桥-相门桥,17-19",人民桥-相门桥,17-19,53
"人民桥-相门桥,9-17",人民桥-相门桥,9-17,79
"人民桥-13,19-24",人民桥-13,19-24,6
"人民桥-131,19-24",人民桥-131,19-24,26
"人民桥-131,9-17",人民桥-131,9-17,26
"人民桥-132,19-24",人民桥-132,19-24,26
"人民桥-136,9-17",人民桥-136,9-17,26
"人民桥-新市桥,17-19",人民桥-新市桥,17-19,53
"人民桥-新市桥,7-9",人民桥-新市桥,7-9,26
"人民桥-新市桥,9-17",人民桥-新市桥,9-17,132
"人民桥-144,19-24",人民桥-144,19-24,26
"人民桥-144,9-17",人民桥-144,9-17,79
"人民桥-146,7-9",人民桥-146,7-9,26
"人民桥-人民桥,9-17",人民桥-人民桥,9-17,26
"人民桥-151,7-9",人民桥-151,7-9,26
"人民桥-152,19-24",人民桥-152,19-24,26
"人民桥-156,7-9",人民桥-156,7-9,26
"人民桥-156,9-17",人民桥-156,9-17,26
"人民桥-157,19-24",人民桥-157,19-24,26
"人民桥-159,7-9",人民桥-159,7-9,26
"人民桥-159,9-17",人民桥-159,9-17,26
"人民桥-竹辉路,7-9",人民桥-竹辉路,7-9,26
"人民桥-161,19-24",人民桥-161,19-24,26
"人民桥-162,19-24",人民桥-162,19-24,26
"人民桥-162,7-9",人民桥-162,7-9,26
"人民桥-162,9-17",人民桥-162,9-17,26
"人民桥-163,7-9",人民桥-163,7-9,26
"人民桥-164,17-19",人民桥-164,17-19,106
"人民桥-164,19-24",人民桥-164,19-24,238
"人民桥-164,7-9",人民桥-164,7-9,26
"人民桥-164,9-17",人民桥-164,9-17,264
"人民桥-168,9-17",人民桥-168,9-17,26
"人民桥-172,9-17",人民桥-172,9-17,26
"人民桥-177,9-17",人民桥-177,9-17,26
"人民桥-181,19-24",人民桥-181,19-24,26
"人民桥-181,9-17",人民桥-181,9-17,26
"人民桥-182,19-24",人民桥-182,19-24,26
"人民桥-184,7-9",人民桥-184,7-9,26
"人民桥-186,7-9",人民桥-186,7-9,26
"人民桥-葑门桥,7-9",人民桥-葑门桥,7-9,26
"人民桥-197,19-24",人民桥-197,19-24,26
"人民桥-198,19-24",人民桥-198,19-24,26
"人民桥-199,7-9",人民桥-199,7-9,26
"人民桥-2,7-9",人民桥-2,7-9,6
"人民桥-2,9-17",人民桥-2,9-17,6
"人民桥-人民桥,17-19",人民桥-人民桥,17-19,26
"人民桥-人民桥,19-24",人民桥-人民桥,19-24,26
"人民桥-人民桥,9-17",人民桥-人民桥,9-17,26
"人民桥-202,0-7",人民桥-202,0-7,26
"人民桥-202,19-24",人民桥-202,19-24,26
"人民桥-竹辉路,0-7",人民桥-竹辉路,0-7,26
"人民桥-竹辉路,19-24",人民桥-竹辉路,19-24,26
"人民桥-竹辉路,9-17",人民桥-竹辉路,9-17,53
"人民桥-206,17-19",人民桥-206,17-19,26
"人民桥-206,7-9",人民桥-206,7-9,53
"人民桥-206,9-17",人民桥-206,9-17,79
"人民桥-南园桥,19-24",人民桥-南园桥,19-24,26
